Samskrit Word	Samskrit_GenderTelugu	Telugu_Word	Telugu _Gender
priya-wara		aXika_prema	
puNya		puNyaM	
puR3			
puRkalA		puRkalaM^aXikaM^SreRTaM^saMqxXaM	
puRpa		puRpaM^pUvu^kusumaM	
puRpiwA		pUcinaxi^wIga^vqkRaM	
pumaw			*
pums			*
punaH		punaH^malYlYi	
punarAvarwin		malYlYi_janmiMcuvAdu	
punarjanman		xvijanma^punarjanma^malYlYi_puttuta	
purA		pUrvaM^pUrva_kAlaM	
purANI		puramulu^nagaramulu	
purANa		purANaM^purAwana^prAcIna	
purAwana		purAwanaM	
pura		puramu^nagaramu	
puraswAw		muMxu^wUrpu^eVxuta^gawa_kAlaM	
puroXas		purohiwudu	
puruRa		puruRudu	
vyAGra		vyAGramu^puli	
puruRarRaBa		SreRTa_puruRudu	
puruRowwama		puruRowwamudu	
purujiw		purujiwwudu	
puwra		puwrudu	
gqha		gqhaM^illu	
xAra		Barya	
q1			
qRi		qRi	
qX1			
qk		swuwi^praSaMsa^pUja^qigvexa	
qwa		pUjiMpabadunaxi^sawyamu	
qwe		pUjiMpabadunaxi^sawyamu	
qwu		qwuvu	
rAgAwmaka		rAgAwmakaM^anurAgaM_kaliginaxi	
xveRa		xveRaM	
rAga		rAgamu^anurAgamu	
viyukwa		veruceyabadina	
rAgin		anurakwudu^rAgamu_kalavAdu	
rAjan		rAju	
guhya		gupwamu^rahasyaM	
rAjasI		rajoguNa_saMbaMXinI	
rAjasa		rajoguNa_saMbaMXiwa^rAju_saMbaMXiwa^wejassu	
rAjya		rAjyaM	
rAkRasI		rAkRasi	
rAma		SrI_rAmudu^priyaM^manoharaM^AnaMxapraxa	
rAwri		rAwri	
rUpa		rUpaM	
raNa		raNaM^yuxXaM^saMgrAmaM^samaraM	
samuxyama		pEki_leputa^samAraMBaM	
raWa		raWaM	
upasWa		maXya_Bagamu	
rahas		ekAMwamu	
rahasya		rahasyaM	
rakRas		rAkRasudu	
ram1			
rasAwmaka		rasAwmakaM^sAravaMwaM	
rasa		sAraM	
varja		vidupu^vaxuluta	
rasana		nAluka^ruci	
rasya		sAravaMwaM^rucikaraM	
ravi		sUryudu	
rawa		prasannaM^anurAgaM	
ripu		Sawruvu	
roma		romamu^veVtruka	
harRaNa		harRaM	
roman		romamu^veVtruka	
harRaNa		harRaM	
ruX1			
ruXira-pra_xih1			
ruxra		ruxra^BayAnaka^Bayafkara	
sAXarmya		samAnawa	
sAXu		uwwamaM^SreRTaM	
sAXya		sAXyaM^ceyaxaginaxi	
sAfKya		safKyA_saMbaMxiwa^sAfKya_xarSanaM	
sAgara		sAgaraM^samuxraM	
sAkRAw		sAkRAwwu^eVxuta^kalYlYamuMxunnaxi	
sAkRin		sAkRi^cUcinavAdu	
sAmAsika		samAsa_saMbaMXa^sAmUhika	
sAman		saMwoRaM_kaligiMcunaxi^sAmavexaM	
sAmarWya		sAmarWyaM	
sAmavexa		sAmavexaM	
sAmya		samAnaM^samawvaM	
sAwwvikI		sawva_guNaM_kalaxi	
sAwwvika		sawva_guNaM_kalavAdu	
sAwyaki		sAwyaki	
sEnya		sEnyaM	
sOBaxra		sOBaxrudu^suBaxruni_koduku	
sOkRmya		sUkRmamu	
sOmaxawwi		sOmaxawwudu	
sOmya		sOmya^mqxuwvaM^suMxaraM^SuBaM^	
vapus		SarIraM^xehaM	
sOmyawva		sOmyawa	
sU2			
sUkRmawva		sUkRmawvaM	
sUrya		sUryudu	
sahasra		sahasraM^veyi	
sUwa		sAraWi^sUwudu	
sUwra		sUwramu^xAramu^safkRipwa_viXi	
sWA1			
sWA1_Nic			
sWANu		XqDa^sWira	
sWAna		sWAnaM^sWiwi^nivAsaM	
sWAvara		sWAvaraM^kaxalanixi	
jafgama		jIviwa^wirugunaxi	
sWErya		sWEryaM^XqDawvaM^sWirawvaM	
sWirA		sWiraM	
sWira		sWiraM	
sWiwi		parisWiwi^sWiwi	
sa			
Sara			
sa-aXi-BUwa-aXi-xEva			
sa-aXi-yajFa			
sa-ahafkAra			
sa-cewas			
sa-gaxgaxa			
sa-vijFAna			
sa-vikAra			
sa-xoRa			
saFjanayaw			*
saFjaya		peru	
saKa		miwrudu^sakudu	
saKi		saKi^celiya	
saMSaya		saMSayaM^saMxehaM	
saMSiwa		wejassu^wIkRNaM	
vrawa		vrawaM^prawijFA^niyamaM	
saMSuxXa		SuxXi_ceyuta	
saMsAra		saMsAraM^mArgaM^lOkika_jIviwaM	
saMsixXi		pUrNamu^svaBAvamu	
saMsparSa		cakkani_sparSa	
saMvAxa		saMvAxaM^carca	
saMyama		niyaMwraNa	
saMyamin		niyaMwriMcuvAdu	
saMyawa		kattabadinaxi^baMXiMpabadinaxi	
sac2			
sacarAcara		prapaMcaM	
safGAwa		samuxAyaM^samUhamu	
safKya		safKya^aMkeV	
safga		safgaM^sahavAsaM^kUduta	
rahiwa		rahiwa^viduvabadinaxi	
varjiwa		wyakwa	
vivarjiwa		wyakwa	
safgrAma		safgrAmaM^yuxXaM^kalahaM^poru	
safgraha		safgraha^safkRipwa^sekariMcu	
safkara		safkara_jAwi^kUdika	
saha		orpu_unnavAdu^sahiwamu^Sakwi^sAmarWyaM	
saha1			
sahaja		sahajaM	
sahasA		akasmAwwu^balavaMwaMgA	
sahasra		sahasraM^veyi	
yuga		yugaM	
paryanwa		paryaMwaM^varaku	
sahasraSaH		veyi^sahasraM	
sahasrakqwvas			*
sahaxeva		sahadevudu	
sakwa		Asakwudu^vyasanaparudu	
samA-hq1			
samAXi		samAXi^ekAgrawa^wapassu	
samAramBa		AramBaM	
samAsa		samAsaM	
samBava		saMBavaM^puttuka	
sam_Af_XA1			
sam_Af_car1			
sam_Af_gam1			
sam_Ap1			
sam_BU1			
sam_BU1_Nic			
sam_IkR1			
sam_Sri1			
sam_aXi_gam1			
sam_ava_sWA1			
sam_awi_i1			
sam_hq1			
sam_jan3			
sam_ji1			
sam_ni_as1			
sam_ni_viR2			
sam_ni_yam1			
sam_pax1			
sam_pra_IkR1			
sam_pra_kQw1			
sam_pra_vqw1			
sam_smq1			
sam_swamB1			
sam_upa_Af_Sri1			
sam_upa_sWA1			
sam_vqw1			
sam_wQ1			
sam_wuR1			
sam_xqS1			
sam_yA1			
sam_yam1			
sam_yam3			
sam_yam3_Nic			
sama		samAnaM^samaswaM	
ciwwawva		manassu	*
loRta		matti_gadda	
aSman		rAyi^meGaM	
kAFcana		koMceM	
xarSana		cUpiMcadaM	
samagra		samaswaM^samagraM	
samam		samaM^samAnaM	
samanwAw		aMwatA^viSva_vyApi	
samanwawaH		aMwata	
samavewa		kUdi_uMduta^kalisi_unnaxi	
samawA		samawvaM^samawA	
samawIwa		pUrvakAlamu	
samawva		samaBAvamu	
samaxarSin		samaxqRti_kalavAdu^wawva_jFAni	
sambanXin		saMbaMXaM_kalavAdu	
samiwiFjaya		yuxXamaMxu_vijayudu	
samixXa		SuxXaM^prakASiwaM	
sammoha		prema^AkarRaNa^mUrKawA	
sammuKa		aBimuKaM^exuru	
sampaSyaw			*
sampax		saMpaxa	
sampluwoxaka		varaxa	
samprawiRTA		saMprawiRTa^unnawa_sWiwi	
samqxXa		samqxXi^aBivqxXi^saMpaxa	
vega		vegaM^vadi^wvariwaM	
samuxXarwq		mukwi_xAwa	
samuxra		samuxraM^kadali^sAgaraM	
samyak		cakkagA^maMcixi^yukwamugA	
sanAwana		sanAwanaM^prAcInaM^SaSvawaM	
sannyAsa		sannyAsaM	
yukwa		yukwaM^waginaxi	
sannyAsin		sannyAsI	
sannyasana		sannyasiMcadaM^wyAgaM^vErAgyaM	
sanwa		aMjali	*
sapawna		Sawruvu^viroXi	
sapwan		sapwa^edu	
saras		sarassu	
sarga			*
sarpa		sarpamu^pAmu^gamanaM^anusaraNaM	
sarvA		sarvaM	
sarva		sarvaM	
AScaryamaya		AScaryamayaM	
AramBa		AraMBaM	
sarva-BAva		BAvaM	
sarva-BUwa		prANi^upalabXa^uwpanna	
sarva-BUwa-ASaya-sWA1			
hara			*
ABAsa		prakASaM	
sarva-inxriya-vi_vqj3			
vqkRa		vqkRaM	
xehin		prANi^xehamu_kalavAdu	
xurga		xurgaM^kota^vipawwi^guHKaM	*
sarvaSaH		aMwata^paripUrNaMgA	
sarvaWA		anni_viXamulugA	
sarvawaH		annivEpulanuMdi	
Sruwimaw		vinikidi	
akRi		newramu^kannu	
Siras		Sirassu	
muKa		muKaM	
pANi		pANi^ceyi	
pAxa		pAxamu	
sarvawra		aMwata	
ga			*
sasj1			
savyasAcin		arjunudu	
saw		yaWArWaM^pAvanaM^maMci	
sawawa-yuj2			
sawawam		eVllappudu^niraMwaraM^	
sawkAra		sawkAraM	
mAna		mAnamu	
sawwva		sawva_guNaM^sawwa^balaM	
anurUpA		anurUpamu^anuguNamu^samAnamEna	
sawwva-sam_Af_viR2			
sawwvavaw		sawwva_guNamu	
sawya		sawyaM	
sax-BAva		sawBAvamu	
sax		uwwamamEna^sawyaM	
asax		xuRtudu^nijamu_kAnixi	
yoni		garBASayamu	
janman		uwpawwi^puttuka	
sax1			
saxA		saxA^eVllapudu	
saxqSI		samAnamu	
saxqSa		samAnamu	
senA		sena^sEnyamu	
senAnin		nAyakudu	
sev1			
sevA		seva	
siMhanAxa		siMhanAxaM	
siX3			
sixXa		sixXiMcina	
sixXi		sixXi^neVraveruta	
asixXi		asaMpUrNamu	
skanxa		kumAra_svAmi	
sma		BUwakAlamunu_nirxeSiMcunaxi	*
smq1			
smqwi		smaraNa	
BraMSa		naSiMcuta^kriMxapaduta	
viBrama		BrAMwi^AScaryamu	
snigXa		snehiwudu^snehiwa	
soma		soma_yAga^amqwaM	
soma-pA		somapAnaM_ceyuvAdu	
sparSa		sparSa	
sparSana		vAyuvu^sparSa	
spqS1			
spqhA		uwsukawa^icCA	
sqj2			
sqwi		mArgaM	
sraMs1			
sru1_Nic			
su-virUDa		aMkuriMcina^uwpannamEna	
mUla		mUlamu^moVxalu^kAraNamu	
su-xur-xarSa		xuraxqRtamu	*
su-xurAcAra		xurAcAramu	*
su-xurlaBa		xurlaBamu	
suGoRa		GoRa	
maNipuRpaka		maNipuRpakamu^sahaxevuni^SafKamu	
suKa		suKamu	
suKin		suKamu_kalavAdu	
suhqx		snehiwudu	
ari		Sawruvu	
uxAsIna		uxAsInamu^Asakwi_lekapovuta	
maXyasWa		maXyavarwi	
xveRya		Sawruvu	
banXu		banXuvu	
sukqw		puNyAwmudu^XArmikudu	
sukqwa		puNyaM^SuBa_kAryaM	
xuRkqwa		xuRtudu	
sukqwin		paropakAri	
sulaBa		sulaBaM^sulaBamugA_laBiMcunaxi	
suniSciwa		buxXimaMwudu	
sura		xevawa^sUryudu^jFAnavaMwudu	
susuKa		sOKyamu_kalaxi	
suxuRkara			*
svA			*
svAXyAya		svAXyAyamu^vexAXyayanamu	
aByasana		aByAsamu	
sva		sva^wana	
anuRTiwa		Acariwamu	
sva-bAnXava		baMXuvu	
cakRus		kannu^newraM	
jana		janaM	
nirawa		nirawamu	
wejas		wejassu	
svaBAva		svaBAvamu	
svaBAva-jA			*
svaBAva-ja			*
niyawa		niwyaM^niSciwaM	
praBava		praBAvaM	
svaXA		svaXA^Ahuwi	
svaXarma		svaXarmaM	
svaka		wanaxi^wanavAdu	
svalpa		svalpaM	
svap1			
svapna		svapnaM^kala	
svar		SabxaM_ceyuta	
svarga		svargaM	
xvAra		xvAraM	
svasWa		ArogyavaMwudu	
svaswi		kRemaM^SuBaM^maMgalYaM	
svayam		savayaM	
swabXa		swaMBiMcuta	
swamB1			
swena		xoVMga	
swrI		swrI	
swu1			
swuwi		swuwi	
syanxana		raWaM	
uBa		reVMdu	
uBaya		uBayamu^reVMdu	
viBraRta		BraRtudu^kRINiMcinavAdu	
uRma-pA			*
uSanA		SukrAcAryudu	
ucCiRta		eVMgili	
ucCoRaNa		eVMdipovuta	
uccEHSravasa		poVdugu_ceVvulu_kalavAdu	*
ucca		unnawaM	
ugrA		ugramu^BayaMkara	
ugra		ugramu^BayaMkara	
ulba		garBASaya	
upAyawaH		samIpiMcuta	*
upa_Af_Sri1			
upa_As1			
upa_Sri1			
upa_Xq1_Nic			
upa_han1			
upa_hu1			
upa_i1			
upa_jan2			
upa_jan3			
upa_laB1			
upa_lip1			
upa_pax1			
upa_ram1			
upa_sam_gam1			
upa_sev1			
upa_viS1			
upa_xiS1			
upa_xqS1			
upa_yA1			
upamA		polika	
uraga		sarpamu^pAmu	
uw_Af_hq1			
uw_hq1			
uw_kram1			
uw_miR1			
uw_sax1			
uw_sqj2			
uwa		vikalpamu	
uwsanna		naSiMcuvAdu	
uwwamOjas		prakASamu^wejassu	
uwwarAyaNa		uwwrAyaNamu	
ux		unnawamu	
sAxana		aByAsaM	
uxAra		uxAra^xAna_SIlawa	
uxAsIna		watasWaM	
uxAsInavaw			*
uxBava		uxBaviMcuta	
ux_sWA1			
ux_vij2			
ux_xiS1			
ux_yam1			
ux_yam2			
uxan-pAna		pAna_pAwra	
uxxeSa		uxxeSaM^BAvaM	
vA		vikalpamu	
vAc		vAkku^sarasvawi	
vAfmaya		vAfmayaM^BARA	
vAkya		vAkyaM	
vArRNeya		vArRNeyudu^SrIkqRNa	
vAsa		nivAsaM	
vAsas		vaswraM	
vAsava		iMxrudu	
vAsuki		vAsuki^nAga_rAju	
vAsuxeva		vAsudevudu^SrIkqRNudu	
vAxa		vAxana	
vAxin		vakwa	
vAyu		vAyuvu	
vESvAnara		agni^vESvAnarudu	
vESya		vESyudu	
vEnaweya		vEnaweyudu	
vErAgya		vErAgyaM^virakwi	
vErin		Sawruvu	
vIryavaw		parAkramaM	
vIwa-rAga		virakwudu	
vIwa-rAga-Baya-kroXa		poyinaxi	
vaSa		vaSaM	
vaSin		jiweMxriyudu	
vaSya		vaSamEnaxi	
vac1			
vacana		vacanaM	
vacas		vacanaM	
vah1			
vahni		agni	
vajra		vajrAyuXaM^vajraM	
vakwra		muKaM	
kAraka		karwa^	
varRa		varRaM^saMvawsaraM	
vara		varaM	
varuNa		varuNa_xevudu	
varwamAna		varwamAnaM	
varwman		mArgaM	
vas1			
vasu			*
vax1			
vaxana		vaxanaM	
vega		vegaM	
vep1			
vepaWu		kaMpanaM	
vewwq		welisinavAdu^pawi^qRi	
vexAnwa		vexAnwaM	
vexa		vexaM	
nivqwwa		niReXamu	
viBAvasu		prakASaM^sUryudu	
viBUwi		Sakwi	
viBUwimaw		Sakwi	
viBu		SakwivaMwudu	
viRAxa		viRAxamu	
viRAxin		xuHKiMcuvAdu	
viRNu		viRNuvu	
viRa		viRaM	
viRama		viruxXamu	
viRaya		viRayamu	
pravAla		ciguru^pagadamu	
viS1			
viSAla		viSAlaM	
viSiRta		viSiRtaM	
viSuxXA		svacCaM^nirmalaM	
viSva		viSvaM	
viSvawaH		annivEpulanuMdi	
viSveSvara		ViSveSvarudu^Sivudu	
viXAna-vac1			
viXeya		vinayamu^viXeyaM	
hIna		hIna	
viXi-xqS1			
vi_Af_hq1			
vi_Ap1			
vi_Baj1			
vi_IkR1			
vi_Nax2			
vi_SAs1			
vi_XA1			
vi_XI1			
vi_anu_nax2			
vi_apa_Af_Sri1			
vi_ava_sWA1			
vi_ava_si1			
vi_awi_i1			
vi_awi_wQ1			
vi_cal1_Nic			
vi_gam1			
vi_hA2			
vi_jFA1			
vi_jFA2			
vi_kamp1			
vi_laj2			
vi_mqS1			
vi_muc1			
vi_muh1			
vi_muh1_Nic			
vi_naS1			
vi_ni_vqw1			
vi_ni_yam2			
vi_pari_vqw1			
vi_sWA1			
vi_sax1			
vi_smi1			
vi_sqj2			
vi_swamB1			
vi_uw_as2			
vi_vqX1			
vi_xQ2_Nic			
vicakRaNa		vicakRaNa	
vicewas		manovEkalyaM	
vigawa		lopiMcinaxi	
BI		Bayamu	
jvara		jvaraM	
spqha		korika	
viguNa		guNa_hInudu	
vihAra		vihariMcuta^wota	
SayyA		padaka^maMcamu	
Asana		Asanamu^pIta	
Bojana		Bojanamu	
vijFAna		vijFAnaM	
sahiwa		wo	
vijaya		vijayaM	
vijiwa		jayiMpabaddavAdu	
vikAra		vikAraM^rogaM^apahAsyaM	
vikarNa		vikarNudu	
vikarman		virixXaMgA_AcariMcuvAdu	
vikrAnwa		vikrAMwudu^vIrudu	
vimUDa		mUrKudu	
vimawsara		IrRya_lenivAdu	
vimokRa		mukwi^mokRaM	
vinA		lekuMda	
vinASa		vinASanaM	
viniSciwa		niScayiMpabadina	
viniyawa		niyaMwriMcabadina	
vipaSciw		paMdiwudu^vixvAMsudu	
viparIwa		viruxXamu	
virAta		virAta_rAju	
visarga		visarjanamu	
vismaya		vismayamu	
vismaya-Af_viR2			
viswAra		viswAramu	
viswara		viswaraNaM	
viswaraSaH		viswaraNaM	
vivasvaw		sUryudu	
viviXA		viviXa	
viviXa		viviXa	
vivikwa		viBinnamu	
sevin		seviMcuvAdu	
seviwva		seviMcabadina	
viwweSa		kuberudu	
vix1			
vix2			
vix3			
vixiwa		paMdiwudu	
vixvas		vixvAMsudu	
vixyA		vixya	
vinaya		vinayudu	
sampanna		sampannudu	
vqRNi		gollavAdu^kqRNudu	
vqjina		pApamu	
vqkoxara		vqkoxarudu^Bimudu	
vqw1			
vqwa1			
vraj1			
vyAmiSra		kalupabadina	
vyAsa		vyAsudu	
prasAxa		prasAxaM^anugrahaM	
vyAwa-Anana			*
vyUDA		vyUDaM	
vyUDa		vyUDaM	
vyaW1			
vyaW1_Nic			
vyaWA		vyaWa	
vyakwa		vyakwamaguta^spaRtamaguta	
maXya		maXya	
vyakwi		vyakwi	
vyapewa		vidipovuta	
vyavasAya		vyavasAyaM	
vyavasWiwa		viXiMpabadina	
wAmasI		cIkati^rAwri	
wAmasa		cIkati^alasawvaM	
wAvaw		avaXi	
wAwa		waMdri	
wQ1			
wURNIm		minnakuMduta	
waWA		alAga	
waWApi			*
waWEva			*
wamas		cIkati	
wan1			
wanu		wanuvu	
wap1			
wapas		wapassu	
wapasvin		wapasvi	
wapasya		wapassu	
warhi			
wasmAw			
wawa			
wawaH			
wawpara			
wawra		akkada	
wawwva		wawwvaM	
xarSana		xarSana	
xarSin		xarSiMcuvAdu	*
wawwvavix		wawwva_jFAni	
wawwvawaH			*
wax		axi	
BAviwa		poMxabadina	
arWIya		aBiprAyaM_kalavAdu	
arWa		arWa	
buxXi		buxXi	
niRTA		niRTa	
parAyaNA		parAyaNudu^AsakwikalavAdu	
samakRa		samakRaM	
waxA		appudu	
waxananwaram		waxananwaraM^AwaruvAwa	
waxsarvanAma			
waxvaw			
wejas		wejassu	
wejas-aMSa-sam_BU1			
rASi		samUhamu	
wejasvin		wejasvi	
wejomaya		wejomayaM	
wij1			
woya		nIru	
wqRNA		wqRNa^xappika^icCa	
wqpwi		wqpwi	
wrE1			
wrEguNya		wrRguNya^wriguNamula	
wrElokya		wrElokya^wrilokamula	
wrEvixya		wrivixya	
wrayI		mUdu_vexamulu	
wraya		mUdu	
wri		mUdu	
wriXA		mUdu_viXamulu	
wriviXA		mUdu_viXamulu	
wriviXa		mUdu_viXamulu	
wu		kAni	*
wuR1			
wuRti		saMwoRamu	
wulya		samAnamu	
saMswuwi		swuwi	
ninxA		niMxa	
apriya		apriyaM	
wumula		BayaMkara	
wvac		wolu	
wvar1			
wvaw		nIxi	*
wvawwaH			
wvax		nIxi	*
sama		samamu	
wyAga		wyAgaM	
Pala		PalaM	
wyAgin		wyAgi	
wyaj1			
wyakwa		viduvabadinaxi	
parigraha		svIkariMcuta	
xA3			
xAkRya		kOSalamu^nerpu	
xAna		xAnamu	
xAnava		xAnavudu^rAkRasudu	
xEvI		xevawA_saMbaMXiwa	
xEva		xevawA_saMbaMXiwa	
xEwya		rAkRasa	
xIp1			
xIpa		xIpaM	
xIpwa		prakASiMpabadunaxi	
anala		agni^jaTarAgni	
arka		sUrya_kAMwi	
xyuwi		kAMwi^veVlugu	
huwASa		agni	
vakwra		muKaM	
xIpwimaw		prakAsiMcunaxi	
xIrGasUwrin		somari	
xUra		xUraM	
xUreNa		xUraM	
xaMRtrA		kora_palYlYu	
karAla		BayaMkara	
xaNda		karra	
xaSan		paxi	
xaSana		palYlYu	
xah1			
xakRa		samarWudu^nipuNudu	
xakRiNAyana		xakRiNAyanaM	
xam1_Nic			
xamBa		kapatamu	
xamBa-ahafkAra-sam_yuj2			
xama		nigrahiMcuta^xaNdana	
xarSana		xarSanaM	
kAfkRin		kAfkRiMcuvAdu	
xarpa		xarpamu^ahaMkAraM^garvaM	
xayA		xaya	
xeSa		xeSaM	
xehAnwara			*
prApwi		prApwi^poMxu^laBiMcu	
xeha		xehamu^SarIraM	
Bqw		baMtu^kUli	
xehavax		xehamu^SarIraM	
xehin		AwmA^xehaM_kalaxi	
xeva		xeva	
Boga		Bogamu^suKamu	
qRi		qRi	
vara		varamu^SreRtamu	
vrawa		vrawamu^nomu	
xvija		reMdusArlu_puttinavAdu	
prAjFa		buxXi	
pUjana		pUjiMcuta^gOraviMcuta	
yajas		yajurvedaM	*
xevala			*
xevawA		xevawa	
xevaxawwa		xevawa	*
xeveSa			*
xiS		xikku	
xiv		xinamu	*
xivya		xivya	
xivya-aneka-uxyawa-AyuXa			
xivya-ganXa-anulepana			
xivya-mAlya-ambara-Xara			
xoRa		xoRamu	
xoRavaw		xoRamu	
xqDa		xqDamu	
xqRta		cUdabadina	
xqRti		cUdabadina	
xqRtq			*
xqS1			
xqS1_Nic			
xrOpaxeya		xrOpaxeyudu	
xravya		xravyaM	
xravyamaya		xravyaM	*
xroNa		xrONudu	
xru1			
xrupaxa		xrupaxudu	
puwra		puwrudu	
xuHKa		xuHKamu	
Alaya		AlayaM^nivAsaM	
Amaya		rogamu	
praxa		xAwa	
han		vaXiMcuta	
viyoga		viyogaM	
xuHKawara		xuHKamu	
xuRkqw		xuRta	
xuRkqwin		xuRtudu	
xuRpUra		xuRtudu	
xuRtA		xuRta	
xur-gawi		xurgawi	
xur-mawi		xurbuxXi	
xur-meXas		xurbuxXi	
xur-nigraha			*
xur-nir_IkR1			
xurAsaxa			
xurawyayA			
xurbuxXi		xurbuxXi	
xurlaBawara		xurlaBaM	
xuryoXana		xuryoXanudu	
xus_pra_Ap1			
xvAra		xvAraM	
xvanxva		xvanxva	
moha		mohamu	
awIwa		awIwamu	
xvanxva-moha-nir_muc1			
xveRa		xveRaM	
xveRya		xveRaM	
xvi		xvi^reMdu	
xviR1			
xviviXA		reMdu_viXamulu	
xyAvA			*
xyUwa		jUxamu	
yA1			
yAvaw			
yAwa		prayANaM	
yAma		jAmu	
yAxas		jalajaMwuvu	
yAxava		yAxavudu	
yAxqS		eVtuvaMtixi	
yOvana		yOvvanam	
yaSas		yaSassu	
yaWA		e_viXamugA	
BAga		BAgamu	
yaWAvaw		yaWAviXi	
yaj1			
yajFa		yajFamu	
amqwa		amqwaM	
SiRtA		viSiRtudu	
aSin		ciraMjIvi	*
Buja		Bujamu	
kRapiwa		naSiMcina	
kalmaRa		kalmaRaM	
yajFavix		yAgaviXi_welisinavAdu	
yajus		yajurvedaM	
yakRa		yakRudu	
rakRas		rAkRasudu	
yama		yamudu^yamaXarma_rAju	
yanwra-Af_ruh1			
yasmAw		eVvarinuMdEwe	
yaw		exEwe	
yaw1			
yawa		prayawniMcuta^niyaMwriwa	
yawaH		eVMxukaMte	
yawi		sAXuvu^prayawniMcuta	*
yawra		eVkkadEwe	
yax		exEwe	
praBAva		praBAvaM	
vikArin		mArpu_ceMxunaxi	
yaxA		eVppudEwe	
yaxi			*
yaxqcCA		yaWecCaM	
sanwuRta		sanwuRtudu^wqpwi_kalginavAdu	
yaxvA		ixi_kAkuMte_axi	
yaxvaw		ixi_kAkuMte_axi	
yaxyapi		ayinAkUdA	
yoXa		yoXudu	
muKya		muKyudu	
vIra		vIrudu	
yoga		yoga	
ArUDa		eVkkinavAdu	
BraRta		BraRtudu	
XAraNA		XariMcuta	
bala		balaM	
kRema		kRemaM	
saFjFiwa		peru_galaxi	
viwwama		vixvAMsudu	
yogamAyA		yoga_mAya^viRNu_mAya	
yogeSvara		yogeSvarudu	
yogin		yogi	
yoni		yoni^garBASayaM	
yowsyamAna			*
yoxXu-kAma			*
yuRmax		nI^nIvu	
yuX		yuxXaM^yuxXam_ceyuta	
yuX1			
yuXAmanyu		yuXAmanyudu	
yuXiRTira		yuXiRTirudu	
yuga		yugamu	
yugapaw		eka_kAlamuna^oVke_sAri	
yuj1			
yuj2			
yukwa		kUdukunnaxi^yogyamEnaxi	
avaboXa		melukoVlputa^nerpiMcuta	
yukwa-wama		yogyamEnaxi	*
yukwaceRta		maMci_pravarwana	
yukwacewas		maMci_pravarwana	*
yukwawama		yogyamEnaxi	
yuxXa		yuxXaM	
viSAraxa		paMdiwudu^vixvAMsudu	
yuyuXAna		yuyuXAnudu	
yuyuwsu		yuyuwsudu	
